"STOPSTATIC.COM DIV OF ALPHA INNOVATION, INC.",781-639-9796,781-639-9795,"Marblehead, MA 01945",Marblehead,86 Pleasant St.
"TAIZHOU MEGA MACHINERY MOLD CO., LTD.",86--576-84020122,86--376-84020107,,,
TAIZHOU HUANGYAN YUSHENG POLYESTER MOLD FACTORY,86--576-84031212,86--576-84219345,,,
KIMFLOR KIMYA SAN. TIC. A.S.,+90232-853-90-66,+90232-853-90-65,,,
"DALIAN SUNLIGHT MACHINERY CO., LTD.",0411-84798808,0411-84799393,,,
"EXTRUSION TECHNIK USA, INC.",732-354-0177,732-354-0580,"Somerset, NJ 08873",Somerset,"67 Veronica Ave., Unit 15 & 16"
VASANTHA TOOL CRAFTS PVT. LTD.,914-044-613333,914-023-097023,,,
"GREEN BOX AMERICA, INC.",630-616-5400,630-616-5415,"Schaumburg, IL 60173",Schaumburg,"1900 E. Golf Rd, Suite 950"
REDOE MOLD COMPANY LIMITED,519-734-6161,519-734-1749,,,
INDEV GAUGING SYSTEMS,815-282-4463,815-282-4797,"Rockford, IL 61109",Rockford,5235 26th Ave.
"JADCORE, LLC",812-234-2724,812-231-1920,"Terre Haute, IN 47803",Terre Haute,300 N. Fruitridge Ave.
"RESOURCE RECYCLING, INC.",503-233-1305,503-233-1356,"Portland, OR 97242",Portland,PO Box 42270
IMAGEWORKS MANUFACTURING INC.,708-503-1122,,"Park Forest, IL 60466",Park Forest,49 South Street
"NING GUANG MOULD CO., LTD",86--576-84616788,86--576-84616787,,,
INKCUPS NOW,978-646-8980,978-646-8981,"Danvers, MA 01923",Danvers,310 Andover St.
MOLDING BUSINESS SERVICES,413-584-2899,413-584-5332,"Florence, MA 01062",Florence,"221 Pine Street, Suite 430"
IDSA - INDUSTRIAL DESIGNERS SOCIETY OF AMERICA,703-707-6000,703-787-8501,"Herndon, VA 20170",Herndon,"555 Grove Street, Suite 200"
SITE LOCATION PARTNERSHIP (SLP),972-874-7483,972-692-0384,"Flower Mound, TX 75028",Flower Mound,"6021 Morriss Rd, Suite 107"
ALCOA INC.,231-670-2837,,"Bettendorf, IA 52722",Bettendorf,4879 State Street
SHELL INTERNATIONAL PETROLEUM COMPANY,+39-02-0069-5088,,,,
THE ALL INDIA PLASTICS MANUFACTURERS ASSOCIATION,91--022-67778899,91--022-67778800,,,
WELSET AMERICAS INC.,978-406-7056,978-534-0417,"Leominster, MA 01453",Leominster,"106 Carter St., Suite 21"
THE PLASTICS EXPORT PROMOTION COUNCIL (PLEXCONCIL),91--22-26833951,91--22-26833953,,,
J P RODDY CONSULTANTS,215-922-5530,267-886-8205,"Philadelphia, PA 19106",Philadelphia,"258 S Third St., Suite 102"
FLEXTRONICS,408-623-4799,,"Chandler, AZ 85249",Chandler,433 E. Mead Drive
SPI RECYCLING COMMITTEE,202-974-5200,202-296-7005,"Washington, DC 20005",Washington,"1425 K Street, N.W., Suite 500"
EAGLE VIZION,819-563-4370,819-563-7556,,,
"SCHNEIDER PACKAGING EQUIPMENT CO., INC.",315-676-3035,315-676-2875,"Brewerton, NY 13029",Brewerton,"5370 Guy Young Road, P.O. Box 890"
"S+S INSPECTION, INC - SESOTEC",224-208-1900,224-208-1909,"Bartlett, IL 60103",Bartlett,1234 Hardt Circle
TOTAL CRAY VALLEY,877-871-2729,610-363-8489,"Exton, PA 19341",Exton,"665 Stockton Dr., Suite 100"
MOLECOR TECNOLOGY,+34 902566577,+34 902566578,,,
MIXACO USA LLC,864-331-2322,864-331-2321,"Greer, SC 29651",Greer,1784 Poplar Drive Ext
"CHITEC TECHNOLOGY CO., LTD",886-2-2700-6678,886-2-2700-6608,,,
A PRODUCT LTD.,443-465-0690,,"Gaithersburg, MD 20877",Gaithersburg,650 Raven Ave
ASACLEAN - SUN PLASTECH INC.,800-787-4348,973-257-1011,"Parsippany, NJ 07054",Parsippany,"1055 Parsippany Blvd., Suite 405"
AMERICAN TOOL & MOLD,727-447-7377,727-447-0125,"Clearwater, FL 33765",Clearwater,1700 Sunshine Drive
KOLCOR TECHNOLOGIES LLC,413-821-8948,413-789-0620,"Agawam, MA 01001",Agawam,33 Russo Circle
"CONTROL MICRO SYSTEMS, INC.",407-679-9716,407-657-6883,"Winter Park, FL 32792",Winter Park,4420-A Metric Drive
"SYNCRO USA, LLC",888-778-9804,847-556-6099,"Antioch, IL 60002",Antioch,223 Depot Street
CMG AMERICA,810-686-3064,,"Clio, MI 48420",Clio,11424 N. Saginaw Rd
3AXIS DEVELOPMENT,561-752-9095,561-240-4532,"Boynton Beach, FL 33472",Boynton Beach,7200 Brunswick Circle
PLASTICS COLOR CORPORATION,800-247-7428,,"Calumet City, IL 60409",Calumet City,14201 Paxton Avenue
KUNSTSTOFF HELMBRECHTS AG,+49 0 9252-709-0,+49 0 9252-709-199,,,
AGS AUTOMATION EOAT GMBH,+49-2204-96810-10,+49-2204-96810-29,,,
"MAGNETIC PRODUCTS, INC.",800-544-5930,,"Highland, MI 48357",Highland,683 Town Center Drive
"BEIJING TIANGANG AUXILIARY CO., LTD.",+86-13910130624,+86-10-6769-7631,,,
RADICI PLASTICS USA,330-336-7611,330-335-5029,"Wadsworth, OH 44281",Wadsworth,960 Seville Road
"XIAMEN VOKE MOLD & PLASTIC ENGINEERING CO., LTD.",+86-(0)592-7769-619,+86-(0)592-7769-648,,,
INTOUCH MONITORING LIMITED,44 0 1604 646144,,,,
TKO POLYMERS,404-691-8567,404-691-8585,"Atlanta, GA 30336",Atlanta,"4215 Wendell Drive, Suite 204"
OMEGA PLASTO COMPOUNDS PVT. LTD.,+91-2667-264308,+91-2667-264662,,,
"GCH TECHNOLOGY CO., LTD.",+86-2022028453,+86-2022028115,,,
WM WRAPPING MACHINERY SA,41-91-6407050,41-91-6407059,,,
ZAGA SA,+41-91-6407050,+41-91-6407059,,,
S.T. SOFFIAGGIO TECNICA SRL,+39-039-2706234,+39-039-2706235,,,
ACCURATE TEMPERATURE CONTROL CORP.,407-292-6800,407-292-6818,"Orlando, FL 32808",Orlando,3500 Parkway Center Court
ADG SOLUTIONS,203-255-9444,203-256-9044,"Fairfield, CT 06824",Fairfield,3022 Burr Street
ELASTOCON TPE TECHNOLOGIES,217-498-8500,888-231-8332,"Rochester, IL 62563",Rochester,P.O. Box 463
HAUMILLER ENGINEERING,847-695-9111,847-695-2092,"Elgin, IL 60123",Elgin,445 Renner Drive
"GUANGDONG DESIGNER MACHINERY CO., LTD",+86-754-82531150,+86-754-82518867,,,
"EFACTOR3, LLC",704-944-3232,704-944-3234,"Pineville, NC 28134",Pineville,"601 Eagleton Downs Drive, Suite D"
A-1 TOOL CORPORATION,708-345-5000,708-345-2089,"Melrose Park, IL 60160",Melrose Park,1425 Armitage Ave.
HOTSET AMERICA CORPORATION,912-289-1844,,"Swainsboro, GA 30401",Swainsboro,713 Kite Rd
"RESIRENE, S.A. DE. C.V.",52-222-223-3101,,,,
AARON INDUSTRIES CORP.,978-534-6135,978-537-7360,"Leominster, MA 01453",Leominster,20 Mohawk Drive
"BLADES MACHINERY CO., INC.",847-439-2126,847-439-0917,"Elk Grove Village, IL 60007",Elk Grove Village,750 Nicholas Blvd
ATC PLASTICS LLC,317-469-7552,317-469-7553,"Indianapolis, IN 46240",Indianapolis,"8425 Woodfield Crossing Blvd., Suite 100"
1BLOW,33--9800-82070,33--9800-82071,,,
CHINA XD PLASTICS COMPANY LIMITED,212-747-1118,212-747-1088,"New York, NY 10110",New York,"500 5th Avenue, Suite 960"
"BOLEXP NORMALIZADOS, S.L.U.",-+34-935-607-011,-+34-935-741-039,,,
"DPSS LASERS, INC.",408-988-4300,408-988-4305,"Santa Clara, CA 95051",Santa Clara,2525 Walsh Ave.
"JARI AUTOMATION CO., LTD. CHINA",86-518-85823852,86-518-85821686,,,
"TRADEMARK PLASTICS, INC.",951-231-1480,909-941-8601,"Riverside, CA 92507",Riverside,807 Palmyrita Court
"COLLAPSIBLE CORE, INC.",630-408-1693,,"Romeoville, IL 60446",Romeoville,631 Superior Dr.
"RYNON NEW MATERIAL CO., LTD.",+86 757 2563-9202,+86 757 2563-9203,,,
"WEIHAI JINWEI CHEMINDUSTRY CO., LTD.",+86-631-5583884,+86-631-5585188,,,
CLEAN PLAST PURGE COMPOUNDS,317-770-3680,888-228-3865,"Noblesville, IN 46061",Noblesville,PO Box 1503
"ZHEJIANG JUHUA CO., LTD",86--570-3097591,86--570-3090106,,,
EMPIRE ROLLERS AND COATINGS,585-924-2020,585-924-4441,"Fishers, NY 14453",Fishers,"783 Wangum Rd, PO Box 396"
TUNG LEE PRECISION WORKS LIMITED,+85-2-51613075,+86-769-85353826,,,
INFORMETRIC SYSTEMS INC.,908-918-0111,908-918-0222,"Summit, NJ 07901",Summit,"18 Bank St., Suite 100"
"FIPA, INC.",919-651-9888,919-573-0871,"Cary, NC 27513",Cary,1855 Evans Rd.
PETPLANET / HEIDELBERG BUSINESS MEDIA GMBH,49--6221-651080,49--6221-6510828,,,
PE MOULD INDUSTRIAL LIMITED,86--0755-27143339,86--0755-27143393,,,
SAM NORTH AMERICA LLC,315-934-4287,315-934-4331,"Phoenix, NY 13135",Phoenix,31 County Route 59
BOSCH SPRANG B.V.,+31 416272395,+31 416278674,,,
CANNON INSTRUMENT COMPANY,814-353-8000,814-353-8007,"State College, PA 16803",State College,2139 High Tech Road
LISTGROVE RECRUITMENT,-+44 1789 207070,,,,
APPLE & ASSOCIATES,803-932-2000,,"Chapin, SC 29036",Chapin,P.O. Box 996
DEGA SPA,+39 030 989595,+39 030 989596,,,
MATHELIN BAY ASSOCIATES LLC,314-630-8384,314-596-4653,"Saint Louis, MO 63131",Saint Louis,1193 Manchester Road #148
"ANHUI PRIMECHEM CO., LTD.",86-55162-8332-69,86-55162-8330-59,,,
CHINA MONICOM INDUSTRIAL LIMITED,86-0755-27149062,86-0755-27149680,,,
"NEW STAR MOLD, INC",860-567-7760,860-567-7785,"Bantam, CT 06750",Bantam,"607 Bantam Road, Unit G2"
X-CELL TOOL AND MOLD,814-474-9100,814-474-9106,"Fairview, PA 16415",Fairview,7701 Klier Drive South
"QUANZHOU SANWEI CHEMICAL INDUSTRY CO., LTD.",+86-595-28988116,+86-595-22571555,,,
"QINGDAO FUNDCHEM CO., LTD.",86--532-67738621,86--532-85783155,,,
"TONGLING GREAT EXTRUSION TECH. CO., LTD.",+86-562-5853600,+86-562-2651293,,,
"ZHEJIANG BORETECH CO., LTD.",86-573-85120186,86-573-85113959,,,
ROLL-O-MATIC A/S,456-611-1618,456-614-3278,,,
STYROLUTION AMERICA LLC,,,"Aurora, IL 60504",Aurora,"4245 Meridian Parkway, Suite 151"
SPEX SAMPLEPREP,732-632-0465,,"Metuchen, NJ 08840",Metuchen,65 Liberty Street
"MOLDS & PLASTIC MACHINERY, INC.",305-828-3456,305-828-3434,"Miami, FL 33054",Miami,13145 NW 47th Ave
"ACCEDE MOLD & TOOL COMPANY, INC.",585-254-6490,585-254-0954,"Rochester, NY 14606",Rochester,1125 Lexington Ave.
LINDE LLC,800-755-9277,908-771-1723,"Murray Hill, NJ 07974",Murray Hill,575 Mountain Avenue
SEKISUI PLASTICS USA INC.,931-379-0300,931-379-3344,"Mount Pleasant, TN 38474",Mount Pleasant,110 Clifton Way
"SHANGHAI JOBBETTER PLASTIC MACHINERY CO., LTD.",+86-21-59509017,+86-21-59509277,,,
INTCO RECYCLING,+86 21 34978818,+86 21 34978808,,,
PRM-TAIWAN,+88-6-4-24517070,+88-6-4-24512280,,,
"COMMERCIAL PLASTICS RECYCLING, INC.",813-248-4212,813-248-5634,"Tampa, FL 33619",Tampa,1920 Tampa East Blvd
HESTA BLASFORMTECHNIK GMBH & CO. KG,49-7161-5046711,49-7161-5046729,,,
FLORIDA FINISHING,727-848-4500,727-848-4501,"Port Richey, FL 34668",Port Richey,6108 Sherwin Drive
ASBURY CARBONS INC.,908-537-2155,908-537-2908,"Asbury, NJ 08802",Asbury,"PO Box 144, 405 Old Main Street"
"CHAO WEI PLASTIC MACHINERY CO., LTD.",886-5 2-68 6688,886-5 2-68 7821,,,
"HSIN LONG THREAD ROLLING MACHINE CO., LTD.",886-6-2533861,886-6-2540432,,,
APPLIED MARKET INFORMATION LLC,610-478-0800,610-478-0900,"Wyomissing, PA 19610",Wyomissing,"1210 Broadcasting Road, Suite 103"
DR. GUPTA PUBLISHING,+49-2102-9345-0,+49-2102-9345-20,,,
ARMOLOY OF WESTERN PA INC.,412-823-1030,412-823-6626,"Turtle Creek, PA 15145",Turtle Creek,1231 Rodi Road
ZERMA AMERICAS LLC,954-905-5995,954-272-7080,"Weston, FL 33327",Weston,2950 Glades Cir Unit 20
"MOMENTIVE PERFORMANCE MATERIALS, INC.",800-822-4322,704-992-4100,"Waterford, NY 12188",Waterford,260 Hudson River Road
INPAK MAKINA SAN VE TIC. A.S.,+90-212-485-7820,+90-212-485-5058,,,
GLOBAL SOURCE MANUFACTURING,937-242-6165,,"Troy, OH 45373",Troy,155 Marybill Drive
RECENT RECYCLING MACHINERY GMBH,+43-7229-801180,+43-7229-8011822,,,
CINCINNATI PROCESS TECHNOLOGIES,513-619-7415,513-871-8495,"Cincinnati, OH 45209",Cincinnati,4425 Appleton Street
SERVOTECH INCORPORATED,860-632-0164,860-632-0461,"Middletown, CT 06457",Middletown,478 Timber Ridge Road
THE CHEN HSONG GROUP,852-2665-3222,852-2664-1115,,,
"HONG ZU MOULD ENTERPRISE CO., LTD.",886-2-8686-3211,886-2-8686-4169,,,
"RACE MOLD INDUSTRIAL CO., LTD.",886-2-29029071,886-2-29029072,,,
LINDNER RESOURCE AMERICA LP,919-783-7719,919-890-0446,"Raleigh, NC 27617",Raleigh,9321 Focal Point
AZO GMBH + CO. KG,062-91,062-91,,,
AMCO POLYMERS,407-875-6791,,"Orlando, FL 32810",Orlando,"1900 Summit Tower Boulevard, Suite 900"
CARSON TOOL & MOLD,770-427-3716,770-426-6429,"Kennesaw, GA 30144",Kennesaw,3070 Moon Station Road
"LIP SHENG PRECISION (ZHUHAI) CO., LTD.",+86-756-6837666,+86-756-6837600,,,
W.S. TYLER,440-974-1047,440-974-0921,"Mentor, OH 44060",Mentor,8570 Tyler Boulevard
"GREAT EASTERN RESINS INDUSTRIAL CO., LTD.",886-4-23587676,886-4-23587575,,,
NPE CHINA,+86-10-5128-0868,+86-10-6567-3321,,,
"SHANDONG HONGKUN IMP&EXP CO., LTD.",225-281-0135,,"Flushing, LA 11358",Flushing,4663 162nd St.
SAUMYA TECHNOCRATES,91--79-29701166,079-229-70976,,,
CTC PLASTICS,937-228-2880,937-228-9184,"Dayton, OH 45404",Dayton,401 North Keowee Street
NEXEO SOLUTIONS,800-531-7306,,"The Woodlands, TX 77380",The Woodlands,"3 Waterway Square Place, Suite 1000"
GF MACHINING SOLUTIONS LLC,847-913-5300,847-913-5340,"Lincolnshire, IL 60069",Lincolnshire,560 Bond Street
KINCAID PLASTICS INC.,352-754-4389,352-754-4389,"Brooksville, FL 34604",Brooksville,2400 Corporate Boulevard
GUANGZHOU FLYING DRAGON CHEMICAL LTD.,86--20-38922027,86--20-38922027,,,
TRELLEBORG OFFSHORE,774-719-1433,774-719-1410,"Randolph, MA 02368",Randolph,24 Teed Drive
ANDRITZ BIAX,33--4-79268560,33--4-79268600,,,
HAIDLMAIR GMBH,43--0 7587 6001-0,43--0 7587 6001-12,,,
POLYLON S.A.,572-485-4848,572-333-3421,,,
AL AHRAM PLASTIC COMPANY,202-267-854-94,202-267-854-96,,,
PLASSOFT TECNOLOGIA / REVISTA PLSTICO SUL / BLOG DO PLSTICO,+55-71-3351-6880,+55-71-3354-6769,"Salvador, BA 41830",Salvador,"R. Altino S. Barros, 173/1306, Ed. Atlantis - Itaigara"
JANSSEN PMP,704-662-2440,609-730-2080,,,
"CHENG MEI MACHINE CO., LTD.",+886-3-3076309,+886-3-3909519,,,
HAPCO INC.,800-345-9353,330-677-8282,"Kent, OH 44240",Kent,390 Portage Blvd.
OERLIKON METCO (US) INC.,716-270-2228,716-270-2230,"Amherst, NY 14226",Amherst,"6000 N. Bailey Avenue, Suite 9"
RHE TECH INC,734-769-0585,734-769-3565,"Whitmore Lake, MI 48189",Whitmore Lake,1500 East North Territorial Rd
LIFELINE TECHNOLOGIES,912-225-821587,912-225-821586,,,
USA ROLLS,330-533-1959,330-533-2255,"Canfield, OH 44406",Canfield,451 West Main St.
"OCTEX, LLC",941-371-6767,941-371-6633,"Sarasota, FL 34240",Sarasota,901 Sarasota Center Blvd
TERMOPOL POLIMER SAN. VE TIC. A.S.,90--212-736-00-33,90--212-736-00-34,,,
MHG DANIMER,229-243-7075,229-246-0764,"Bainbridge, GA 39818",Bainbridge,1301 Colquitt Hwy
"SEELYE ACQUISITIONS, INC.",407-656-6677,407-656-5244,"Ocoee, FL 34761",Ocoee,"333 Enterprise Street, Unit C"
"MEUSBURGER US, INC.",704-526-0330,,"Charlotte, NC 28217",Charlotte,"8720 Red Oak Boulevard, Suite 226"
UNIVERSITY OF WATERLOO - CO-OPERATIVE EDUCATION & CAREER ACTION,519-888-4567,,,,
TAIZHOU HUANGYAN UNION INDUSTRIAL LIMITED,-0576-81106777,-0576-81106780,,,
"NINGBO FANGLI TECHNOLOGY CO., LTD.",+86 0 574-2888-3018,+86 0 574-2888-3130,,,
SO.F.TER. USA,844-657-6383,615-466-9934,"Lebanon, TN 37090",Lebanon,400 Innovative Way
FUTEC AMERICA INC.,770-461-0548,770-461-0558,"Peachtree City, GA 30269",Peachtree City,"827 Hwy 74 South, Suite 203"
INDUSTRIAL MOLDS GROUP,815-397-2971,815-397-0380,"Rockford, IL 61109",Rockford,5175 27th Ave.
JUSHI USA,626-960-2038,626-960-2037,"Irwindale, CA 91706",Irwindale,4982 4th St.
HAMOS RECYCLING AND SEPARATION TECHNOLOGIES,48-88569261-0,48-88569261-99,,,
BILLION SAS,+33-474-732000,+33-474-732001,,,
SCIENCES COMPUTERS CONSULTANTS,+33-477-497580,,,,
GUVEN TEKNIK MAKINA VE KALIP SAN. DIS TIC. VE LTD. STI.,+90-212-4850967,+90-212-4850968,,,
COMPRESSOR PRODUCTS INTERNATIONAL,386-426-6303,386-426-6304,"New Smyrna Beach, FL 32168",New Smyrna Beach,1236 Turnbull Bay Rd.
ACC COATINGS,732-469-8600,732-469-8444,"Middlesex, NJ 08846",Middlesex,201 Pond Ave
SACO POLYMERS,920-803-0778,920-803-0779,"Sheboygan, WI 53081",Sheboygan,3220 Crocker Ave
"NANTONG XINGCHEN SYNTHETIC MATERIAL CO., LTD.",+86-513-85997800,+86-513-85517254,,,
DYNAMIC ROBOTIC SOLUTIONS (FORMERLY KMT),248-829-2800,248-829-2751,"Auburn Hills, MI 48326",Auburn Hills,1255 Harmon Rd.
MOULD-TIP INJECTION TECHNOLOGY LTD,+86-755-27151988,86-755-27150530,,,
"SHENZHEN SUNWAY PLASTIC MOLD CO., LTD.",+86-755-2950-1912,+86-755-2960-9989,,,
OCEANCHEM GROUP LIMITED,0086-536-8596048,0086-536-8596047,,,
"WEIFANG TIANRUI CHEMICAL CO., LTD.",-+86-536-7367777,-+86-536-7367869,,,
"ZIBO WUWEI INDUSTRIAL CO., LTD.",0086-533-8163800,0086-533-8163800,,,
"SHANGHAI FORWARD MACHINERY CO., LTD.",+86-21-5990-8899,+86-21-5990-9139,,,
UNIBROM CORP.,86--536-8223218,86--536-8291558,,,
"WUHAN HANDERN MACHINERY CO., LTD.",+86-27-83233390,+86-27-83232771,,,
"SHANDONG SANYI INDUSTRIAL CO., LTD.",+86-531-8602856,+86-531-8602857,,,
"ZHEJIANG HUAYE PLASTICS MACHINERY CO., LTD.",+86-574-86325091,+86-574-86325099,,,
HOLIN PLASTIC MACHINERY,057-1-88747978,057-1-88747711,,,
DONGGUAN TOP POLYMER ENTERPRISE LTD,+00-86-769-85846000,+00-86-769-85846001,,,
"FAST NEW PRECISION PLASTIC STEEL MOLD CO., LTD",+86-769-83516669,+86-769-82118656,,,
"ZHEJIANG GUANGMING PLASTICS MACHINERY CO., LTD.",+86-574-87892163,+86-574-87859595,,,
TINCOO MACHINERY,86--576-84022888,86--576-84084661,,,
DEMARK HOLDING GROUP,86--21-60391126,86--21-60391123,,,
"ZHEJIANG ZHONGYANG SCREW MANUFACTURING CO., LTD.",+86-580-8055067,+86-580-8055069,,,
"NANJING LESUN SCREW CO., LTD.",86--25-52779188,86--25-52646519,,,
"DONGGUAN JUSUHENGDA PLASTIC CHEMICAL INDUSTRY, LTD.",769-82632188,769-82637332,,,
SEDECO USA INC.,614-836-6180,614-836-6179,"Groveport, OH 43125",Groveport,"250 Lowery Court, Suite 2"
"VULCAN PLASTICS TECHNOLOGY CO., LTD.",86-755-23492008,86-755-29413523,,,
TESTING MACHINES INC.,302-613-5600,302-613-5619,"New Castle, DE 19720",New Castle,40 McCullough Drive
ADVANCED PROTOTYPE MOLDING,847-202-4200,847-202-4270,"Palatine, IL 60067",Palatine,263 N Woodwork Lane
ELLIPSE SOLUTIONS,937-312-1547,866-639-4095,"Dayton, OH 45459",Dayton,7917 Washington Woods Drive
"POLY TECH CO, FOR PLASTIC AND CHEMICALS",202-330-41986,202-330-39449,,,
DINO-LITE SCOPES (BIGC),310-618-9990,877-978-2787,"Torrance, CA 90501",Torrance,"20655 S.Western Ave, Suite 116"
"HUZHOU XINAOTE PHARMACEUTICAL & CHEMICAL CO., LTD.",+86-572-2688588,+86-572-3755766,,,
HIGHTECH MOULD INDUSTRIAL (H.K.) LIMITED,0755-81776366-807,0755-86229322,,,
"J COLOR CHEMICALS CORP., LTD.",86--571-89905590,86--571-89905587,,,
"CHINA PROMISSING MOLD PLASTIC CO., LTD.",0086-755-29091485,0086-755-81775084,,,
"DONGGUAN JIEHENG METAL & PLASTIC CO., LTD.",+86-769-81223545,+86-769-81223545,,,
"FORWA PRECISE PLASTIC MOULD CO., LTD.",0086-769-85473348,0086-769-85473349,,,
"GOODYEAR MOLD CO., LTD.",+86-755-84017998,+86-755-84017968,,,
"JIYI CHEMICAL (BEIJING) CO., LTD.",+86 0 10-89385733,+86 0 10-89389008,,,
"SHENZHEN JK PLASTIC MOLD CO., LTD.",86--755-3380-0291,86--755-3380-0290,,,
"RUIAN HENGFENG MACHINERY CO., LTD.",+86-577-66871666,+86-577-66871110,,,
"ZHEJIANG HUANGYAN HAOMA PALSTIC MOULD CO., LTD.",86--576-84086997,86--576-84023878,,,
"TECHMATION CO., LTD.",886-2-2218-1686,886-2-2218-1766,,,
"JIANGSU LIANGUAN MACHINERY CO., LTD.",+86-512-58578000,+86-512-58570215,,,
AUTOMATED MANUFACTURING SYSTEMS,561-833-9898,561-833-9812,"West Palm Beach, FL 33407",West Palm Beach,5700 Columbia Circle
INDUSTRIAL MOLDED RUBBER PRODUCTS,763-262-3456,763-262-3460,"Big Lake, MN 55309",Big Lake,20015 176th St NW
THE ECO-GROUPE,937-898-2603,937-890-9846,"Dayton, OH 45414",Dayton,6161 Ventnor Avenue
MICRO INTERFACE DESIGN,905-947-1114,905-947-0229,,,
"HUIZHOU BESTTER PRECISION MOULD CO., LTD.",86--752-5536996,86--752-5536997,,,
"GUANGZHOU SEAL MOULD CO., LTD",+86-208-6041299,+86-208-6044995,,,
"SEAFLYER PRECISION INDUSTRY (SHENZHEN) CO., LTD.",-+86-755-3311 6342,-+86-755-3311 6344,,,
"TECH-LONG PACKAGING MACHINERY CO., LTD.",+86-20-62956888,+86-20-82266913,,,
"JINGMU (ZHUHAI) CO., LTD.",+86-756-6295188,+86-756-3399137,,,
ROSSI NORTH AMERICA,800-931-2044,678-288-3658,"Suwanee, GA 30024",Suwanee,805 Satellite Blvd.
ZOTEFOAMS INC.,800-362-8358,859-371-4734,"Walton, KY 41094",Walton,55 Precision Drive
GOOD WORKS REPROCESSING LLC,610-923-3607,610-923-3609,"Easton, PA 18045",Easton,9 McFadden Rd
CN MOULD & PLASTIC LIMITED,+86-755-86060383-828,+86-755-86060393,,,
"CHENGDE PRECISION TESTING MACHINE CO., LTD.",+86-314-2190098,+86-314-2191098,,,
GAVO MECCANICA SNC,+39-0573-838580,+39-0573-850300,,,
"ROFIN-SINAR, INC.",847-483-6300,847-483-6333,"Buffalo Grove, IL 60089",Buffalo Grove,1617 Barclay
QATAR DEVELOPMENT BANK (QDB),44-300088,44-350433,,,
CIXI GUANHAIWEI TOWN LONGHAI MOULD FACTORY,86-0574-6361-6615,86-0574-6361-6615,,,
NINGBO FOURSTAR TOOLING & PLASTIC PTY. LTD.,+86-574-59951350,+86-574-65530178,,,
"NINGBO XINGLI MOULD CO., LTD.",86--574-65238039,+86-574-65539699,,,
BAUSANO E FIGLI SPA,+39-0124-26326,+39-0124-25840,,,
VOLCANO FLEXI TECH INDUSTRIES,+91-79-22815155,+91-79-22805155,,,
EMERALD PERFORMANCE MATERIALS,330-916-6700,,"Cuyahoga Falls, OH 44221",Cuyahoga Falls,2020 Front Street
QUANEX BUILDING PRODUCTS,715-234-9061,715-234-7799,"Rice Lake, WI 54868",Rice Lake,311 West Coleman St
FERDINAND STUEKERJUERGEN INC. DBA STUKE IOWA,319-469-2430,319-469-7676,"Houghton, IA 52631",Houghton,1498 Highway 16
EMITTED ENERGY,513-752-9999,,"Cincinnati, OH 45245",Cincinnati,"754 Old State Rt. 74, Suite C"
"QINGDAO LEADER MACHINERY CO., LTD.",+86-532-86622373,+86-532-82278979,,,
ADVANCE LABORATORY INSTRUMENTS & SUPPLIES CO.,213-250-8338,213-477-2212,"Los Angeles, CA 90012",Los Angeles,"717 West Temple Street, Suite 203"
TECHNE GRAHAM PACKAGING COMPANY ITALIA SRL,+39-0542-639901,+39-0542-639963,,,
"LAUREL BIOCOMPOSITE, LLC",402-256-9053,402-256-8030,"Laurel, NE 68745",Laurel,504 West Industrial Park
BEIER AMERICA,773-234-3795,603-778-0071,"Exeter, NH 03833",Exeter,24 Newfields Road
OAKLAND INSTRUMENT CORP.,952-835-4935,952-835-4935,"Minneapolis, MN 55439",Minneapolis,7405 Bush Lake Road
ENSIGN EQUIPMENT,616-738-9000,616-738-9001,"Holland, MI 49424",Holland,12523 Superior Court
AND&OR S.A.,+34 954 77 92 00,+34 954 77 42 44,,,
MOLDINGHELP.COM,269-979-5616,,"Battle Creek, MI 49014",Battle Creek,11814 8 Mile Road
"BIAX LABORATORIES, LLC",864-461-4107,864-461-3519,"Rutherfordton, NC 28139",Rutherfordton,787 Jonas Road
RED E INNOVATIONS,888-789-1415,586-738-9065,"Warren, MI 48092",Warren,27186 Dequindre
"LIVEPOINT MOULD & PLASTIC PRODUCTS (SHENZHEN) CO., LTD.",+86 0 755-8172-5035,+86 0 755-8172-5120,,,
"SZEPAK PRECISION (WUXI) CO., LTD.",+86-852-26364548,+86-852-26364738,,,
KKD MOULD INDUSTRIAL LIMITED,86 0 7552 7291358,86 0 7552 7271358,,,
IKV,+49-3386-24-0,+49-3386-24-3188,,,
IMI FABI LLC,610-745-1060,,"Benwood, WV 26031",Benwood,Second & Marshall St.
"ULTRASION, S.L.",+34-935-944700,+34-935-801102,,,
SIRNAIK LLC,410-674-5600,,"Columbia, MD 21045",Columbia,8815 Centre Park Drive
DOHA EXTRACO - QATR,+97-4-44504623,+97-4-444505922,,,
UNIVERSAL WRAPPING,974 4436 2862,4436 8593,,,
ASCEND PERFORMANCE MATERIALS,713-315-5700,,"Houston, TX 77002",Houston,"600 Travis Street, Suite 300"
QATAR POLYMER INDUSTRIAL COMPANY,974 40371007,974 44438963,,,
DOHA PLASTIC,+97-4-44114001,+97-4-44114002,,,
ASIMA PLASTIC FACTORY,+97-444-114358,+97-444-114583,,,
JG&A METROLOGY CENTER,313-996-5840,,"Detroit, MI 48207",Detroit,"269 Walker Street, Suite # 133"
